Composer,Performer,Perf_Nationality,Perf_Gender,Piece,Length,Tempo,Time_Signature,Freq_C,Freq_C#/Db,Freq_D,Freq_D#/Eb,Freq_E,Freq_F,Freq_F#/Gb,Freq_G,Freq_G#/Ab,Freq_A,Freq_A#/Bb,Freq_B,Unique_Velocities,Average_Velocity,Min_Velocity,Max_Velocity
Bach,BryanTong,USA,M,PreludeAndFugueInGSharpMinorWTCBook1,273,190,4/4,0.03072,0.12655,0.01902,0.15655,0.08778,0.04389,0.09876,0.03877,0.14996,0.01829,0.12509,0.10461,60,57.59,8,86
Bach,ElliotWuu,USA,M,PreludeAndFugueInEMinorWTCBook1,201,250,4/4,0.09693,0.03116,0.09001,0.03462,0.13798,0.02671,0.0999,0.11919,0.03264,0.16518,0.01335,0.15232,81,67.18,3,99
Bach,BochaoLan,China,M,PreludeAndFugueInFMinorWTCBook1,322,189,4/4,0.16571,0.06253,0.06097,0.08338,0.04794,0.14435,0.01146,0.13028,0.11152,0.03075,0.11673,0.03439,76,60.13,3,94
Bach,EricGuo,Canada,M,PreludeAndFugueInFSharpMinorWTCBook2,455,245,4/4,0.02048,0.15358,0.07551,0.05119,0.10538,0.03456,0.15572,0.01578,0.12457,0.12031,0.02133,0.12159,81,49.8,3,90
Bach,EricLu,USA,M,PreludeAndFugueNo9InEMajorWTCBook1,142,230,4/4,0.01259,0.12427,0.02771,0.10831,0.14694,0.00924,0.12259,0.00756,0.1377,0.12427,0.02519,0.15365,71,71.09,3,98
Bach,BenjaminMarksWoo,Canada,M,PreludeAndFugueInCSharpMinoWTCBook1,324,199,4/4,0.05064,0.15388,0.01917,0.12439,0.11799,0.0177,0.13815,0.01377,0.15733,0.08555,0.04179,0.07965,71,59.35,3,89
Bach,ArthurWang,Canada,M,PreludeAndFugueInEMajorWTCBook1,151,220,4/4,0.01166,0.1249,0.02998,0.10824,0.14988,0.00916,0.12323,0.00749,0.13822,0.1199,0.02498,0.15237,63,67.47,34,100
Bach,JeffreyLuo,Canada,M,PreludeAndFugueInFMajorWTCBook1,129,221,4/4,0.13939,0.03261,0.11573,0.02238,0.1055,0.13235,0.02174,0.1234,0.00895,0.13747,0.12212,0.03836,59,67.84,17,95
Bach,ZiYe,China,M,PreludeAndFugueNo18InGSharpMinorWTCBook1,272,186,4/4,0.03164,0.1273,0.01913,0.15968,0.08904,0.04047,0.09713,0.03974,0.14937,0.01766,0.12509,0.10375,68,69.84,3,98
Bach,JohnCao,USA,M,PreludeAndFugueInDMinorWTCBook2,208,220,4/4,0.07007,0.05479,0.17071,0.01317,0.11802,0.11538,0.02002,0.13593,0.01317,0.1628,0.08325,0.04268,67,59.1,3,93
Bach,KaiwenZhao,China,M,PreludeAndFugueInAMajorWTCBook2,176,238,4/4,0.01242,0.13596,0.09869,0.0352,0.13941,0.01518,0.12836,0.02692,0.10904,0.15114,0.01794,0.12974,73,65.37,3,96
Bach,TJKeanuTario,USA,M,PreludeAndFugueInDMajorWTCBook1,231,220,4/4,0.02851,0.09539,0.15077,0.01261,0.13487,0.01645,0.1398,0.11404,0.03289,0.13925,0.00768,0.12774,77,61.94,3,94
Bach,TristanTeo,Canada,M,PreludeAndFugueInAMinorWTCBook1,303,201,4/4,0.11632,0.02998,0.13457,0.01271,0.15477,0.09091,0.04203,0.10427,0.03258,0.15086,0.02248,0.1085,74,70.8,4,101
Bach,VincentVu,Canada,M,PreludeAndFugueInFSharpMajorWTCBook1,229,242,4/4,0.03044,0.14536,0.0137,0.12481,0.00989,0.11492,0.1484,0.00837,0.14764,0.00761,0.1484,0.10046,57,57.88,17,85
Bach,VladimirLevitsky,Russia,M,PreludeAndFugueInBMinorWTCBook2,228,227,4/4,0.00945,0.12231,0.11706,0.02467,0.12493,0.02205,0.16168,0.07664,0.04619,0.11549,0.03675,0.14278,67,69.83,23,98
Bach,WanchuanChen,China,M,PreludeAndFugueInCMajorWTCBook2,258,223,4/4,0.13708,0.01576,0.15231,0.0063,0.14233,0.12763,0.02941,0.14968,0.01418,0.1187,0.02889,0.07773,84,72.92,8,110
Bach,WenhaoZhang,China,M,PreludeAndFugueInAMinorWTCBook2,223,217,4/4,0.09662,0.04554,0.11938,0.02954,0.14031,0.08308,0.056,0.08431,0.06154,0.14338,0.02215,0.11815,71,64.79,6,104
Bach,WestonMizumoto,USA,M,PreludeAndDugueInCSharpMajorWTCBook1,206,223,4/4,0.09706,0.13936,0.01558,0.13402,0.01692,0.12734,0.09884,0.03562,0.18833,0.00712,0.12467,0.01514,72,68.57,7,96
Bach,ShuanHernLee,Australia,M,PreludeAndFugueInDFlatMajorWTCBook1,233,210,4/4,0.09781,0.13935,0.01653,0.1331,0.01653,0.12774,0.09781,0.03573,0.19026,0.0067,0.12327,0.01519,62,67.49,6,96
Bach,TanyaKaryagina,Kazakstan,F,ChaconneInDMinorBWV1004(2),827,210,4/4,0.04744,0.06935,0.18451,0.01868,0.11243,0.08043,0.05478,0.09985,0.01731,0.19522,0.0762,0.04382,103,69.78,6,110
Bach,XingYuLu,China,M,PreludeFromTheEnglishSuiteNo1InAMinor,247,240,4/4,0.12584,0.01348,0.12937,0.01573,0.16244,0.05907,0.05843,0.0809,0.06356,0.13291,0.00706,0.1512,85,74.03,3,107
Bach,YanZhuoLi,China,M,PreludeAndFugueInGSharpMinorWTCBook2,475,183,4/4,0.03215,0.11372,0.03318,0.1514,0.06118,0.06533,0.0878,0.04632,0.15002,0.02074,0.12444,0.11372,71,59.43,6,97
Bach,YilinWang,China,M,PreludeAndFugueInEFlatMinorWTCBook1,488,162,4/4,0.02793,0.08613,0.04655,0.16387,0.02142,0.11825,0.11359,0.02793,0.13873,0.01024,0.15317,0.09218,85,53.85,3,94
Bach,YoulSun,Russia,M,PreludeAndFugueInCSharpMajorWTCBook1,198,227,4/4,0.09813,0.13872,0.01561,0.1347,0.01561,0.12801,0.09857,0.03434,0.18912,0.00624,0.12578,0.01517,72,67.07,22,100
Bach,RuiShi,China,F,PreludeAndFugueInCMajorWTCBook1,292,209,4/4,0.1659,0.00845,0.14055,0.00461,0.1298,0.10292,0.03149,0.16283,0.01306,0.12596,0.01767,0.09677,66,59.38,4,88
Bach,YuanfanYang,UnitedKingdom,M,PreludeAndFugueNo22InBFlatMinorWTCBook1,323,152,4/4,0.1264,0.11784,0.02172,0.13298,0.01646,0.16063,0.08427,0.03423,0.06649,0.05596,0.17446,0.00856,81,55.44,5,101
Bach,LindaRuan,Canada,F,PreludeAndFugueNo3InCSharpMajorWTCBook1,208,230,4/4,0.09693,0.1386,0.01711,0.13158,0.01754,0.12675,0.09956,0.03596,0.1864,0.00658,0.125,0.01798,79,74.59,2,101
Bach,TanyaKaryagina,Kazakstan,F,Chaconne,838,207,4/4,0.04677,0.07016,0.18286,0.01518,0.11419,0.08185,0.05411,0.10163,0.01667,0.19866,0.07476,0.04316,105,68.83,6,115
Bach,SehoYoung,USA,M,PreludeAndFugueInGMajorWTCBook1,199,227,4/4,0.08302,0.05858,0.14791,0.01559,0.14033,0.01306,0.11926,0.14496,0.01306,0.13274,0.00927,0.12221,76,72.51,4,100
Bach,ClaireHuangci,USA,F,ChaconneInDMinorBWV1004(2),840,204,4/4,0.04637,0.07048,0.18512,0.02079,0.11857,0.08315,0.0524,0.09742,0.01685,0.19102,0.07577,0.04207,117,68.44,2,122
Bach,ClaireHuangci,USA,F,ChaconneInDMinorBWV1004,833,194,4/4,0.04717,0.07008,0.18497,0.01746,0.11886,0.08357,0.05262,0.09954,0.01597,0.19265,0.07503,0.04209,116,68.05,3,124
Bach,KevinAhfat,USA,M,PreludeAndFugueInDMinorWTCBook2,234,216,4/4,0.07124,0.055,0.16763,0.01362,0.11943,0.11891,0.01991,0.13515,0.01257,0.16186,0.08172,0.04295,72,67.89,21,104
Bach,LeonardoColafelice,Italy,M,PreludeAndFugueInDMinorWTCBook1,228,229,4/4,0.06991,0.05897,0.16535,0.01763,0.11854,0.10821,0.03526,0.13495,0.02128,0.1465,0.08328,0.04012,76,58.86,12,107
Bach,MichaelLu,USA,M,PreludeAndFugueInFSharpMinorWTCBook2,348,195,4/4,0.02015,0.15378,0.07936,0.04934,0.10403,0.03413,0.15049,0.01604,0.12623,0.12664,0.02097,0.11883,86,62.79,4,100
Bach,NansongHuang,China,M,PreludeAndFugueInGMinorWTCBook2,357,179,4/4,0.14568,0.01241,0.14522,0.08364,0.03539,0.10662,0.03355,0.15717,0.02849,0.10846,0.11213,0.03125,76,69.59,3,101
Bach,NathanLee,USA,M,ItalianConcerto1stMov,227,215,4/4,0.16148,0.02664,0.14139,0.02377,0.10533,0.14672,0.00656,0.12049,0.01107,0.1291,0.08934,0.03811,79,66.83,10,105
Bach,NathanLee,USA,M,ItalianConcerto2ndMov,304,181,4/4,0.0694,0.04933,0.15635,0.00753,0.14799,0.15635,0.0092,0.14967,0.00334,0.13294,0.10117,0.01672,70,56.03,7,90
Bach,NathanLee,USA,M,ItalianConcerto3rdMov,218,237,4/4,0.13497,0.01756,0.12582,0.01097,0.11924,0.16423,0.00695,0.12692,0.01463,0.14265,0.08595,0.05011,67,70.4,11,100
Bach,NathanLee,USA,M,PreludeAndFugueInGSharpMinorWTCBook1,279,176,4/4,0.03176,0.12703,0.0192,0.15731,0.08863,0.04062,0.09897,0.03914,0.15362,0.01773,0.12555,0.10044,67,60.16,3,90
Bach,OsipNikiforov,Russia,M,PreludeAndFugueInGMajorWTCBook1,223,205,4/4,0.08185,0.06064,0.15055,0.01442,0.14165,0.01145,0.11874,0.14461,0.01315,0.13189,0.00933,0.12171,61,71.81,6,97
Bach,OsipNikiforov,Russia,M,ToccataInEMinorBWV914,441,195,4/4,0.05839,0.04597,0.07013,0.05302,0.16846,0.00604,0.13691,0.10201,0.03691,0.12752,0.02215,0.17248,79,69.82,11,104
Bach,InesaSinkevych,Israel,F,PreludeAndFugueInGMinorWTCBook2,320,218,4/4,0.14325,0.01236,0.14508,0.0833,0.03616,0.10572,0.03387,0.15698,0.02883,0.10984,0.11213,0.03249,68,74.63,6,95
Bach,InesaSinkevych,Israel,F,PreludeAndFugueInGMinorWTCBook2(2),313,226,4/4,0.14299,0.01275,0.14481,0.08333,0.03643,0.1061,0.03461,0.15893,0.02778,0.10883,0.11202,0.03142,76,78.16,8,101
Bach,ReedTetzloff,USA,M,PreludeAndFugueInGMajorWTCBook1,215,216,4/4,0.08158,0.05971,0.14929,0.01472,0.14382,0.01177,0.11859,0.14382,0.01262,0.13331,0.00925,0.12153,73,68.67,9,105
Bach,RioKaiRui,Australia,M,PreludeAndFugueInFSharpMinorWTCBook2,385,226,4/4,0.02042,0.14958,0.07417,0.05208,0.10542,0.0375,0.15542,0.01542,0.125,0.12125,0.02292,0.12083,84,72.07,3,101
Bach,RobinGiesbrecht,Germany,M,PreludeAndFugueInAMinorWTCBook2,251,210,4/4,0.09612,0.04498,0.12015,0.03081,0.13925,0.08256,0.05792,0.08564,0.06038,0.14048,0.02403,0.11768,79,75.34,4,107
Bach,RyanLeung,China,M,PreludeAndFugueInFMajorWTCBook2,302,228,4/4,0.12725,0.02158,0.13714,0.02293,0.11556,0.14209,0.01214,0.13534,0.01978,0.13264,0.09038,0.04317,76,63.0,4,95
Bach,Sae-YoonChon,SouthKorea,M,PreludeAndFugueInGMinorWTCBook2,365,179,4/4,0.14405,0.01255,0.14498,0.08271,0.03532,0.10548,0.03392,0.15753,0.02881,0.1092,0.11292,0.03253,76,68.21,17,101
Bach,JunLiBui,Canada,M,PreludeAndFugueInEFlatMinorWTCBook1,532,162,4/4,0.02721,0.08579,0.04705,0.16282,0.02076,0.11762,0.11255,0.02814,0.14068,0.00969,0.1559,0.09179,85,48.48,5,94
Bach,LeylaKabuli,USA,F,PreludeAndFugueInBMajorWTCBook2,347,224,4/4,0.01419,0.13648,0.01544,0.14107,0.09015,0.04424,0.13648,0.01503,0.1323,0.02087,0.11185,0.1419,72,59.55,6,93
Bach,DanielEras,CostaRica,M,PreludeAndFugueNo8InDSharpMinorWTCBook2,395,179,4/4,0.04088,0.09272,0.04287,0.14855,0.02243,0.11815,0.11416,0.0319,0.13111,0.02243,0.15454,0.08026,75,69.62,6,102
Bach,AnnieZhou,Canada,F,PreludeAndFugueInCSharpMajorWTCBook1,210,208,4/4,0.09875,0.13896,0.01564,0.13539,0.01609,0.12869,0.09786,0.03396,0.18945,0.00626,0.12377,0.01519,62,65.41,3,94
Bach,DongyanSun,China,F,PreludeAndFugueInAMajorWTCBook1,219,212,4/4,0.00222,0.13563,0.10617,0.02835,0.13341,0.01445,0.15175,0.02557,0.10895,0.14786,0.00834,0.1373,65,69.75,19,97
Bach,ClaireLee,Canada,F,PreludeAndFugueInDFLatMajorWTCBook1,201,228,4/4,0.09894,0.13753,0.01508,0.13398,0.0173,0.12777,0.09805,0.03505,0.18722,0.00799,0.12555,0.01553,70,66.73,6,96
Bach,AnjaXiaoxingCui,Germany,F,PreludeAndFugueInEFlatMajorWTCBook1,351,173,4/4,0.135,0.02494,0.11866,0.1423,0.01075,0.13929,0.00559,0.14015,0.10834,0.02837,0.12898,0.01763,88,64.96,3,107
Bach,KinberlyHou,USA,F,PreludeAndFugueInBMajorWTCBook2,353,219,4/4,0.01423,0.13604,0.01591,0.14023,0.09083,0.04395,0.1373,0.01549,0.13311,0.02051,0.11134,0.14106,79,65.44,7,103
Bach,JiaZinMin,China,F,PreludeAndFugueNo22InBFlatMinorWTCBook1,316,151,4/4,0.12508,0.11718,0.02238,0.1343,0.01646,0.15866,0.08492,0.03489,0.06847,0.05464,0.17446,0.00856,74,65.62,15,99
Bach,ChaeyoungPark,USA,F,PreludeAndFugueNo15InGMajorWTCBook1,222,208,4/4,0.0811,0.05902,0.14989,0.01359,0.14395,0.01062,0.12017,0.14352,0.01274,0.13376,0.00934,0.12229,66,69.28,17,99
Bach,AnnaDenisove,Russia,F,PreludeAndFugueInCSharpMajorWTCBook1,181,225,4/4,0.0984,0.13847,0.01558,0.13446,0.01736,0.12734,0.0984,0.03562,0.18833,0.00801,0.12244,0.01558,62,68.06,14,94
Bach,AngeniWang,Canada,F,PreludeAndFugueInFMinorWTCBook1,363,165,4/4,0.16131,0.06484,0.06109,0.08574,0.05091,0.14737,0.01072,0.12755,0.1104,0.03162,0.11415,0.0343,66,62.14,9,93
Bach,EvelynMo,USA,F,PartitaNo2InCMinorBWV826Sinfonia,265,238,4/4,0.15454,0.02258,0.11691,0.10035,0.0291,0.12594,0.02107,0.16708,0.08179,0.04466,0.09282,0.04315,85,66.22,8,100
Bach,PiotrRozanski,Poland,M,ToccataFromPartitaNo6inEMinor,470,232,4/4,0.07188,0.06743,0.10782,0.03705,0.15487,0.03001,0.11523,0.10374,0.02853,0.10411,0.03594,0.14339,77,68.21,3,99
Bach,EvelynMo,USA,F,PreludeAndFugueNo3InCSharpMajorWTCBook1,211,216,4/4,0.09799,0.1396,0.01566,0.13512,0.01566,0.12796,0.09933,0.03445,0.18881,0.00671,0.12304,0.01566,68,63.66,25,95
Bach,ChaeyoungPark,USA,F,OvertureInTheFrenchStyleBWV831,446,219,4/4,0.00825,0.12473,0.11831,0.02721,0.13696,0.01651,0.15775,0.07918,0.05289,0.09416,0.0373,0.14674,76,72.2,4,99
Bach,AnastasiaRizikov,Canada,F,PreludeAndFugueInAMinorWTCBook1,329,200,4/4,0.11595,0.03056,0.13455,0.01329,0.15581,0.0907,0.04186,0.10332,0.03189,0.14983,0.02292,0.1093,74,72.62,4,97
Bach,HyeinJeon,SouthKorea,F,PreludeAndFugueInGMinorWTCBook2,330,208,4/4,0.14463,0.01377,0.14371,0.08219,0.03765,0.10514,0.03398,0.15657,0.02938,0.10882,0.11157,0.0326,88,73.8,3,109
Bach,AthenaTsianos,USA,F,EnglishSuiteNo6InDMinorBWV811Prelude,444,242,4/4,0.10742,0.03588,0.14946,0.01761,0.12261,0.11798,0.02377,0.12283,0.01717,0.15078,0.07946,0.05503,84,68.17,6,104
Bach,CarmenKnoll,USA,F,PreludeAndFugueNo6InDMinorWTC2,213,213,4/4,0.07248,0.0541,0.17017,0.01313,0.11817,0.11607,0.01996,0.13498,0.01261,0.16282,0.08246,0.04307,82,66.05,3,101
Bach,FrankDupree,Germany,M,ToccataInCMinorBWV911,2226,195,4/4,0.14207,0.02654,0.11585,0.08562,0.08119,0.10076,0.02073,0.17768,0.06341,0.06595,0.05492,0.06526,111,66.43,2,115
Bach,JuliaKociuban,Poland,F,EnglishSuiteNo3InGMinorPrelude,173,235,4/4,0.1242,0.02305,0.15493,0.07597,0.04524,0.10499,0.03756,0.14042,0.02774,0.11908,0.12975,0.01707,77,73.86,3,97
Bach,PiotrRozanski,Poland,M,PartitaNo6InEMinor,1296,207,4/4,0.082,0.04885,0.09463,0.04693,0.15036,0.02921,0.11427,0.11312,0.03023,0.11784,0.02589,0.14666,99,69.14,3,105
Bach,YungWookYoo,SouthKorea,M,FrenchSuiteNo5InGMajor,934,200,4/4,0.08875,0.03439,0.15477,0.01734,0.11819,0.00845,0.12066,0.15899,0.00408,0.152,0.00204,0.14034,83,62.99,7,101
Bach,KaJengWong,HongKong,M,PartitaNo4InDMajorBWV828,1091,205,4/4,0.02289,0.1101,0.14519,0.01456,0.15053,0.00946,0.13125,0.09567,0.04093,0.14543,0.01281,0.12117,83,68.15,3,100
Bach,HaichunWang,China,F,PreludeAndFugueInDMajorWTCBook1,210,215,4/4,0.02774,0.09577,0.15125,0.00925,0.13606,0.01651,0.13342,0.12219,0.0284,0.14135,0.00793,0.13012,79,67.85,12,99
Bach,Mei-TingSun,USA,M,PreludeAndFugueInFMajorWTCBook2,379,198,4/4,0.12934,0.02118,0.13655,0.02343,0.11582,0.14421,0.01127,0.13745,0.01983,0.12844,0.08923,0.04326,79,61.67,6,102
Balakirev,JieChen,China,F,Islamei(2),532,211,4/4,0.06964,0.14291,0.06926,0.06701,0.06162,0.08542,0.12212,0.05386,0.10546,0.0764,0.08367,0.06263,109,68.52,6,117
Balakirev,JieChen,China,F,Islamei,543,214,4/4,0.07155,0.14199,0.07019,0.06711,0.0586,0.08488,0.12164,0.05305,0.10412,0.0776,0.08463,0.06464,110,67.7,6,126
Balakirev,RuiShi,China,F,Islamey,505,209,4/4,0.06996,0.14254,0.06785,0.06959,0.0605,0.08079,0.12399,0.05428,0.10556,0.07955,0.08316,0.06224,113,70.47,2,118
Balakirev,HowardNa,USA,M,Islamey,486,205,4/4,0.07098,0.13719,0.0711,0.06991,0.06324,0.08265,0.11885,0.05764,0.10337,0.07562,0.08396,0.0655,115,73.71,2,123
Balakirev,DmitriShelest,Ukraine,M,Islamey,546,209,4/4,0.07054,0.14121,0.06922,0.0685,0.05961,0.08268,0.1227,0.05552,0.10263,0.07788,0.08376,0.06574,116,75.49,3,120
Balakirev,MinJooYi,SouthKorea,F,OrientalFantasyIslamey,535,215,4/4,0.06917,0.1392,0.0704,0.06954,0.06024,0.08325,0.12524,0.05509,0.10174,0.07823,0.08313,0.06476,112,68.86,3,119
Balakirev,MariaVerbaite,Lithuania,F,Islamev,514,213,4/4,0.07189,0.14018,0.07102,0.07003,0.06111,0.08242,0.11812,0.05478,0.10151,0.0792,0.0849,0.06482,114,70.4,2,117
Balakirev,Jae-HyuckCho,USA,M,Islamei,522,212,4/4,0.06912,0.13496,0.07241,0.07041,0.06079,0.08415,0.12346,0.05704,0.10515,0.07476,0.08227,0.06549,111,73.3,6,124
Balakirev,HowardNa,USA,M,Islamey(2),492,199,4/4,0.07287,0.13725,0.07263,0.06892,0.06162,0.08137,0.11583,0.05804,0.10255,0.07886,0.08508,0.06498,116,75.4,2,117
Barber,KinberlyHou,USA,F,SonataOp26,1019,224,4/4,0.096,0.06382,0.06271,0.1034,0.0874,0.07714,0.07593,0.07566,0.07677,0.0702,0.09915,0.11182,126,70.43,1,126
Barber,WestonMizumoto,USA,M,SonataOp264thMov,253,226,4/4,0.08418,0.05421,0.06229,0.09904,0.0993,0.08991,0.07532,0.06333,0.07714,0.0834,0.09434,0.11754,121,72.8,2,126
Barber,XingYuLu,China,M,ExcursionsOp20No1,463,198,4/4,0.14984,0.07483,0.09032,0.08719,0.03968,0.13679,0.06683,0.07257,0.06909,0.06091,0.10512,0.04682,115,67.77,2,119
Barber,ChristopherAtzinger,USA,M,SonataOp264thMov,280,224,4/4,0.08445,0.05875,0.06268,0.10045,0.0973,0.08838,0.07868,0.05744,0.0771,0.0876,0.09468,0.11251,120,77.38,2,124
Barber,YangSong,China,F,SonataOp261stMov2ndMov3rdMov,891,203,4/4,0.10295,0.06563,0.06196,0.10555,0.08138,0.07083,0.07266,0.0875,0.07511,0.05767,0.1054,0.11335,117,66.81,2,120
Barber,EstherPark,SouthKorea,F,SonataOp26,1049,228,4/4,0.10089,0.06262,0.06178,0.10742,0.08634,0.07706,0.07696,0.07643,0.07632,0.06684,0.0954,0.11195,107,66.58,6,113
Barber,MarinaKan,Norway,F,SonataOp261stMov,448,208,4/4,0.09946,0.06344,0.05403,0.13306,0.08038,0.06828,0.07043,0.08414,0.08333,0.04462,0.1121,0.10672,104,60.08,2,106
Barber,MarinaKan,Norway,F,SonataOp262ndMov,143,230,4/4,0.12655,0.05945,0.0671,0.06945,0.07593,0.06004,0.09476,0.09829,0.0465,0.0618,0.10359,0.13655,86,57.98,4,96
Barber,MarinaKan,Norway,F,SonataOp263rdMov,263,158,4/4,0.08868,0.07517,0.08024,0.07517,0.10135,0.08699,0.07432,0.0701,0.08615,0.07095,0.09206,0.09882,100,62.8,3,115
Barber,GregoryDeTurck,USA,M,SonataForPianoOp264thMov,285,220,4/4,0.08679,0.05218,0.05884,0.09878,0.09638,0.08759,0.07854,0.05458,0.07295,0.09505,0.10011,0.11821,116,80.79,2,125
Barber,GregoryDeTurck,USA,M,SonataForPianoOp26,1164,223,4/4,0.09637,0.06036,0.06104,0.10484,0.08982,0.07712,0.07654,0.07548,0.07403,0.07009,0.10128,0.11303,121,72.69,3,126
Barber,GregoryDeTurck,USA,M,NocturneOp33,192,206,4/4,0.10522,0.08696,0.05652,0.10435,0.08957,0.06261,0.06696,0.08609,0.12435,0.07826,0.06522,0.07391,88,62.59,3,107
Barber,MarinaKan,Norway,F,SonataOp264thMov,275,224,4/4,0.08764,0.06061,0.06088,0.09971,0.09499,0.08895,0.07452,0.05773,0.07583,0.09341,0.08974,0.11598,112,70.44,2,123
Barber,ChaoYinCai,China,F,SonataOp26,1127,226,4/4,0.09905,0.05992,0.06229,0.10425,0.08819,0.07713,0.0759,0.07599,0.07401,0.07212,0.09877,0.11238,110,67.09,3,117
Barber,JiaZinMin,China,F,PianoSonataInEFlatMinorOp26,1139,229,4/4,0.09745,0.06397,0.06059,0.10672,0.08616,0.07738,0.07758,0.07381,0.07314,0.06889,0.1016,0.1127,121,72.37,2,126
Barber,EstherPark,USA,F,SonataOp26,1099,228,4/4,0.09763,0.06235,0.06196,0.10517,0.08806,0.07656,0.07637,0.07405,0.07443,0.06863,0.1014,0.11339,117,71.8,2,123
Bartholdy,RioKaiRui,Australia,M,VariationsSerieusesOp54,729,194,4/4,0.06969,0.04835,0.16875,0.02727,0.0934,0.13463,0.02279,0.12106,0.02674,0.15426,0.08971,0.04334,109,71.54,3,115
Bartok,Hyo-SunLim,SouthKorea,F,TwoRumanianDancesOp8A,567,199,4/4,0.06279,0.10371,0.07986,0.09807,0.06434,0.07224,0.10879,0.15028,0.05785,0.06265,0.05898,0.08043,107,64.81,6,114
Bartok,MikhailMordvinov,Russia,M,ThreeEtudesOp18,443,218,4/4,0.08244,0.09346,0.08166,0.08027,0.07328,0.08989,0.08291,0.07344,0.08539,0.08322,0.08586,0.08819,119,71.12,2,121
Bartok,MikhailMordvinov,Russia,M,EtudeOp18No2,197,205,4/4,0.08204,0.08806,0.08634,0.08677,0.07002,0.10095,0.08119,0.07474,0.06572,0.08806,0.08677,0.08935,105,69.7,3,117
Bartok,ToshiakiIshida,Japan,M,SuiteOp14,578,199,4/4,0.07933,0.04206,0.1168,0.08141,0.0991,0.08516,0.08307,0.07183,0.09806,0.09515,0.08869,0.05934,111,71.58,6,119
Bartok,ReedTetzloff,USA,M,PianoSonata,701,206,4/4,0.05924,0.0822,0.11,0.04994,0.1087,0.06583,0.07361,0.11883,0.05677,0.11883,0.05394,0.10211,118,69.51,3,123
Bartok,MarouanBenabdallah,Hungary,M,ChordsTogetherAndInOpposition-PerpetuumMobile-VillageJoke-BagpipeMusic-MinorSecondsMajorSevenths-OstinatoFromMikrokosmos,569,201,4/4,0.07131,0.05062,0.14022,0.05284,0.09918,0.06207,0.0672,0.11799,0.07798,0.13423,0.04805,0.07832,107,72.65,2,115
Bartok,Mei-TingSun,USA,M,PianoSonata(1926),746,207,4/4,0.06183,0.08483,0.10925,0.04973,0.11156,0.06348,0.07801,0.11332,0.05776,0.11299,0.05512,0.1021,112,72.64,6,119
Bartok,ClaraYang,USA,F,Barcarolle-ChaseFromOutDoorsSuite,275,226,4/4,0.04652,0.10837,0.05362,0.07546,0.13702,0.14865,0.05532,0.06553,0.0939,0.0573,0.05021,0.10809,117,69.27,2,123
Bartok,MarouanBenabdallah,Hungary,M,Scherzo(2),489,217,4/4,0.09449,0.06526,0.08239,0.05743,0.10394,0.06113,0.09124,0.10542,0.0722,0.07279,0.06998,0.12373,116,74.94,1,119
Bartok,AlexanderSolomon,USA,M,OurOfDoorsSuiteMusiquesNocturnes,332,166,4/4,0.02632,0.06842,0.11382,0.08618,0.08355,0.09474,0.13618,0.1125,0.12434,0.07632,0.02763,0.05,89,51.91,6,102
Bartok,AnnaKavalerova,Russia,F,Sonata(1926),723,195,4/4,0.06243,0.08632,0.10559,0.04944,0.11033,0.06419,0.07597,0.11627,0.05616,0.11418,0.05781,0.1013,123,74.49,2,126
Bartok,MarouanBenabdallah,Hungary,M,Sonata(1926),715,213,4/4,0.06168,0.08366,0.11032,0.04875,0.11433,0.0628,0.07585,0.11523,0.05577,0.11445,0.05243,0.10474,118,73.7,2,126
Bartok,ElmarGasanov,Russia,M,TwoRomanianDancesOp8ABB56,583,200,4/4,0.06572,0.10521,0.07953,0.10493,0.05909,0.07041,0.107,0.15215,0.05868,0.06116,0.06171,0.07442,116,71.41,2,118
Bartok,ClaraYang,USA,F,OutDoorsSuite,906,201,4/4,0.04777,0.07799,0.09216,0.06696,0.12953,0.10646,0.08752,0.08539,0.0953,0.08652,0.05191,0.07248,117,63.86,2,122
Bartok,MarouanBenabdallah,Hungary,M,Scherzo,509,219,4/4,0.09562,0.068,0.07973,0.05568,0.10438,0.0585,0.0928,0.10497,0.07157,0.07275,0.07082,0.12517,108,74.84,3,113
Bartok,KonstantinKrasnitsky,Belarus,M,SuiteOp14,574,207,4/4,0.07715,0.04429,0.1179,0.08089,0.09773,0.08546,0.08006,0.0759,0.09773,0.09628,0.08609,0.06051,108,70.54,6,113
Beethoven,KennyBroberg,USA,M,SonataNo26InEFlatMajorOp81A1stMov,325,219,4/4,0.11776,0.01639,0.08041,0.13948,0.01258,0.14139,0.02477,0.10823,0.08537,0.03468,0.20389,0.03506,102,59.06,3,112
Beethoven,ArthurKhmara,Belarus,M,SonataNo16InGMajorOp31No11stMov(2),286,206,4/4,0.07473,0.04202,0.19268,0.03031,0.07173,0.03721,0.13685,0.13115,0.01531,0.10594,0.04262,0.11945,95,67.43,5,105
Beethoven,IstvanLajko,Hungary,M,SonataInEMajorOp1091stMov,753,188,4/4,0.01409,0.13757,0.01374,0.08755,0.12225,0.01409,0.11344,0.02572,0.11397,0.10287,0.02625,0.22847,98,58.29,3,102
Beethoven,ChaoYinCai,China,F,SonataInEFlatMajorOp71stMov,338,209,4/4,0.08757,0.02903,0.10618,0.15728,0.03746,0.13297,0.0253,0.10891,0.07666,0.05706,0.15058,0.03101,101,67.59,3,113
